online_order,book_table,votes,location,rest_type,cuisines,approx_costfor_two_people,listed_intype,listed_incity,rating
1,0,32,Koramangala 6th Block,Quick Bites,"Fast Food, Rolls",450.0,Delivery,Koramangala 4th Block,3.7
1,0,328,BTM,"Takeaway, Delivery","North Indian, Biryani, Chinese",500.0,Delivery,Koramangala 4th Block,3.7
1,0,2611,Koramangala 5th Block,"Dessert Parlor, Cafe","Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500.0,Delivery,Koramangala 4th Block,4.5
1,1,1061,HSR,"Casual Dining, Bar","Italian, Mexican, Continental, Pizza",1200.0,Delivery,Koramangala 4th Block,4.1
1,0,1115,Koramangala 5th Block,Casual Dining,"Biryani, North Indian, Chinese, Hyderabadi",750.0,Delivery,Koramangala 4th Block,4.1
1,0,55,Koramangala 5th Block,Beverage Shop,Beverages,400.0,Delivery,Koramangala 4th Block,4.2
1,0,53,Koramangala 7th Block,Quick Bites,Healthy Food,350.0,Delivery,Koramangala 4th Block,3.8
1,0,36,BTM,"Dessert Parlor, Beverage Shop","Desserts, Beverages, Bakery, Ice Cream",300.0,Delivery,Koramangala 4th Block,4.0
1,0,1026,Koramangala 7th Block,"Cafe, Dessert Parlor","Cafe, Desserts, Continental",550.0,Delivery,Koramangala 4th Block,4.6
1,0,441,HSR,Cafe,"Cafe, Continental, Burger",750.0,Delivery,Koramangala 4th Block,4.1
1,0,34,HSR,Quick Bites,"Biryani, Rolls, Fast Food",300.0,Delivery,Koramangala 4th Block,3.8
1,0,62,BTM,Quick Bites,"Fast Food, Juices",300.0,Delivery,Koramangala 4th Block,3.8
1,0,163,HSR,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300.0,Delivery,Koramangala 4th Block,3.9
1,0,66,Koramangala 5th Block,Casual Dining,"Arabian, Kerala, North Indian, Chinese, BBQ",800.0,Delivery,Koramangala 4th Block,3.8
1,0,17,HSR,"Takeaway, Delivery","Salad, Healthy Food",350.0,Delivery,Koramangala 4th Block,3.7
1,0,205,Koramangala 5th Block,Quick Bites,Fast Food,250.0,Delivery,Koramangala 4th Block,4.1
1,0,4686,Koramangala 7th Block,Lounge,"American, North Indian, Chinese, Finger Food",1500.0,Delivery,Koramangala 4th Block,4.6
1,0,958,Koramangala 7th Block,Casual Dining,"Tibetan, Chinese, Momos",500.0,Delivery,Koramangala 4th Block,4.0
1,0,53,Koramangala 5th Block,Dessert Parlor,"Desserts, Beverages",400.0,Delivery,Koramangala 4th Block,4.2
1,0,15,BTM,Quick Bites,"North Indian, Chinese",300.0,Delivery,Koramangala 4th Block,3.6
1,0,77,HSR,Quick Bites,"Oriya, Bengali",350.0,Delivery,Koramangala 4th Block,3.8
1,0,7,HSR,Quick Bites,"Andhra, Hyderabadi, North Indian",300.0,Delivery,Koramangala 4th Block,3.0
1,0,64,BTM,Quick Bites,"North Indian, Chinese, Rolls",250.0,Delivery,Koramangala 4th Block,3.2
1,0,197,HSR,Quick Bites,"South Indian, Fast Food",400.0,Delivery,Koramangala 4th Block,3.7
1,0,235,HSR,Quick Bites,"South Indian, North Indian, Chinese, Street Food, Juices",400.0,Delivery,Koramangala 4th Block,3.5
1,0,106,Koramangala 7th Block,Delivery,"Healthy Food, Beverages",600.0,Delivery,Koramangala 4th Block,3.9
1,0,11,BTM,Beverage Shop,Juices,200.0,Delivery,Koramangala 4th Block,3.6
1,0,71,HSR,Sweet Shop,"Mithai, Street Food",200.0,Delivery,Koramangala 4th Block,4.0
1,0,117,HSR,Casual Dining,"Andhra, Chinese, North Indian, Hyderabadi",600.0,Delivery,Koramangala 4th Block,3.5
1,1,872,HSR,"Cafe, Casual Dining","Cafe, Tea, Continental, Mediterranean, Italian, Desserts, Beverages",800.0,Delivery,Koramangala 4th Block,4.2
1,0,33,HSR,Quick Bites,"Rolls, Salad, Sandwich",400.0,Delivery,Koramangala 4th Block,3.8
1,0,10,BTM,Bakery,"Bakery, Desserts, Beverages",450.0,Delivery,Koramangala 4th Block,3.8
1,0,321,Domlur,Casual Dining,"North Indian, Chinese, Kerala, Mughlai, Arabian, Beverages",1000.0,Delivery,Koramangala 4th Block,2.9
1,0,3455,Koramangala 7th Block,Casual Dining,North Indian,600.0,Delivery,Koramangala 4th Block,4.3
1,1,1208,Koramangala 4th Block,Cafe,"Cafe, Continental, Italian, Burger, Pizza",650.0,Delivery,Koramangala 4th Block,4.0
1,0,35,BTM,Quick Bites,"North Indian, South Indian, Gujarati",350.0,Delivery,Koramangala 4th Block,3.9
1,0,174,Koramangala 6th Block,Cafe,Cafe,600.0,Delivery,Koramangala 4th Block,4.2
1,0,821,Koramangala 6th Block,Casual Dining,North Indian,1000.0,Delivery,Koramangala 4th Block,4.2
1,0,277,BTM,"Quick Bites, Dessert Parlor","North Indian, Street Food, Mithai",250.0,Delivery,Koramangala 4th Block,3.4
1,0,17,Koramangala 4th Block,Quick Bites,"Biryani, Kebab",400.0,Delivery,Koramangala 4th Block,3.4
1,0,138,HSR,Casual Dining,"Continental, American",750.0,Delivery,Koramangala 4th Block,4.0
1,0,11,BTM,Beverage Shop,"Beverages, Juices",150.0,Delivery,Koramangala 4th Block,3.8
1,0,13,BTM,Takeaway,Juices,100.0,Delivery,Koramangala 4th Block,3.5
1,0,25,Ejipura,Beverage Shop,"Beverages, Fast Food, Ice Cream",200.0,Delivery,Koramangala 4th Block,3.7
1,0,168,Koramangala 5th Block,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",400.0,Delivery,Koramangala 4th Block,4.0
1,0,13,BTM,Beverage Shop,"Ice Cream, Juices, Beverages",200.0,Delivery,Koramangala 4th Block,3.6
1,0,23,BTM,Quick Bites,"Chinese, Fast Food, Asian, Beverages, Nepalese, Tibetan",300.0,Delivery,Koramangala 4th Block,3.8
1,0,64,BTM,Quick Bites,Kerala,400.0,Delivery,Koramangala 4th Block,3.6
1,0,394,Koramangala 7th Block,Quick Bites,North Indian,400.0,Delivery,Koramangala 4th Block,3.3
1,0,113,HSR,Quick Bites,"Burger, Fast Food, Beverages",600.0,Delivery,Koramangala 4th Block,3.9
1,0,106,HSR,Quick Bites,South Indian,150.0,Delivery,Koramangala 4th Block,3.9
1,0,25,BTM,Quick Bites,"Chinese, North Indian",300.0,Delivery,Koramangala 4th Block,3.7
1,0,34,Koramangala 7th Block,Delivery,"Sandwich, Beverages",400.0,Delivery,Koramangala 4th Block,3.6
1,1,1542,BTM,Casual Dining,"Kerala, Seafood, Chinese, Biryani, Juices",800.0,Delivery,Koramangala 4th Block,4.2
1,0,89,BTM,Quick Bites,"North Indian, Momos, Rolls, Fast Food",350.0,Delivery,Koramangala 4th Block,3.1
1,0,21,BTM,Quick Bites,"Chinese, Hyderabadi, North Indian",400.0,Delivery,Koramangala 4th Block,3.7
1,0,4,HSR,Quick Bites,"North Indian, Rolls, Street Food",200.0,Delivery,Koramangala 4th Block,3.5
1,0,95,BTM,Delivery,"Mexican, Italian",600.0,Delivery,Koramangala 4th Block,4.1
1,0,28,BTM,Quick Bites,"North Indian, Fast Food, Biryani, Chinese",500.0,Delivery,Koramangala 4th Block,3.7
1,0,462,Domlur,Casual Dining,"North Indian, Chinese, Biryani, Seafood",600.0,Delivery,Koramangala 4th Block,3.9
1,0,186,Koramangala 7th Block,"Bakery, Dessert Parlor","Bakery, Fast Food",500.0,Delivery,Koramangala 4th Block,4.0
1,0,166,Domlur,Quick Bites,"Pizza, Italian",600.0,Delivery,Koramangala 4th Block,3.2
1,0,57,HSR,Delivery,"Bengali, North Indian, Chinese",400.0,Delivery,Koramangala 4th Block,3.3
1,0,80,HSR,Quick Bites,Pizza,800.0,Delivery,Koramangala 4th Block,3.8
1,0,21,BTM,"Takeaway, Delivery",Rolls,200.0,Delivery,Koramangala 4th Block,3.6
1,0,171,BTM,Quick Bites,"Kerala, South Indian, Seafood, Biryani",300.0,Delivery,Koramangala 4th Block,3.9
1,0,61,Koramangala 5th Block,Dessert Parlor,"Desserts, Ice Cream, Beverages, Sandwich",450.0,Delivery,Koramangala 4th Block,4.1
1,0,1023,HSR,Dessert Parlor,"Desserts, Beverages",500.0,Delivery,Koramangala 4th Block,4.2
1,0,279,Koramangala 7th Block,Quick Bites,North Indian,450.0,Delivery,Koramangala 4th Block,4.3
1,0,34,HSR,"Dessert Parlor, Beverage Shop","Beverages, Desserts, Fast Food",150.0,Delivery,Koramangala 4th Block,3.8
1,0,321,Koramangala 6th Block,Quick Bites,North Indian,600.0,Delivery,Koramangala 4th Block,4.1
1,0,289,Bannerghatta Road,Quick Bites,"American, Burger, Fast Food",400.0,Delivery,Koramangala 4th Block,4.2
1,0,34,HSR,"Takeaway, Delivery",Bihari,400.0,Delivery,Koramangala 4th Block,3.7
1,0,17,BTM,Quick Bites,"South Indian, North Indian",200.0,Delivery,Koramangala 4th Block,3.5
1,0,480,Koramangala 5th Block,Cafe,"Cafe, Tea, Street Food",450.0,Delivery,Koramangala 4th Block,4.3
1,0,717,HSR,Casual Dining,"Italian, Chinese, Continental, Steak",1000.0,Delivery,Koramangala 4th Block,3.9
1,0,36,Koramangala 5th Block,Quick Bites,Fast Food,300.0,Delivery,Koramangala 4th Block,3.6
1,0,533,Koramangala 5th Block,Casual Dining,"Chinese, Singaporean, Thai, Asian, Nepalese, Momos",600.0,Delivery,Koramangala 4th Block,4.2
1,1,74,BTM,Casual Dining,"North Indian, Chinese, South Indian",900.0,Delivery,Koramangala 4th Block,3.9
1,0,138,Koramangala 5th Block,Cafe,"Cafe, Healthy Food, Salad, Beverages, Desserts",1200.0,Delivery,Koramangala 4th Block,4.1
1,0,27,BTM,Quick Bites,"Kerala, South Indian",400.0,Delivery,Koramangala 4th Block,3.7
1,0,219,Koramangala 1st Block,Quick Bites,"Lebanese, Middle Eastern",300.0,Delivery,Koramangala 4th Block,4.3
0,0,1224,Koramangala 4th Block,Cafe,"Cafe, Continental, Desserts",800.0,Delivery,Koramangala 4th Block,4.4
1,0,779,Koramangala 6th Block,Casual Dining,"Italian, Pizza, Fast Food, Salad",750.0,Delivery,Koramangala 4th Block,4.0
1,0,53,Koramangala 7th Block,Delivery,North Indian,500.0,Delivery,Koramangala 4th Block,3.7
1,0,16,Koramangala 5th Block,Beverage Shop,"Beverages, Desserts",300.0,Delivery,Koramangala 4th Block,3.5
1,0,151,Koramangala 4th Block,Food Court,"Tibetan, Momos",400.0,Delivery,Koramangala 4th Block,3.9
1,0,11,HSR,Sweet Shop,"Mithai, Street Food",100.0,Delivery,Koramangala 4th Block,3.3
1,0,266,HSR,Casual Dining,"Chettinad, South Indian",550.0,Delivery,Koramangala 4th Block,3.1
1,0,439,HSR,"Takeaway, Delivery","Biryani, North Indian",550.0,Delivery,Koramangala 4th Block,3.7
1,0,11,Koramangala 5th Block,Beverage Shop,"Beverages, Tea",100.0,Delivery,Koramangala 4th Block,3.5
1,0,215,Koramangala 5th Block,Quick Bites,Street Food,200.0,Delivery,Koramangala 4th Block,3.7
1,0,8,BTM,"Takeaway, Delivery","Chinese, North Indian",250.0,Delivery,Koramangala 4th Block,3.3
1,0,12,Bommanahalli,Casual Dining,"North Indian, Biryani, Seafood",700.0,Delivery,Koramangala 4th Block,3.3
1,0,138,BTM,Quick Bites,"North Indian, Fast Food",300.0,Delivery,Koramangala 4th Block,3.9
1,0,42,BTM,Cafe,"Cafe, Continental, Fast Food",600.0,Delivery,Koramangala 4th Block,3.6
1,0,28,BTM,Beverage Shop,"Beverages, Juices",100.0,Delivery,Koramangala 4th Block,3.6
1,1,221,Koramangala 5th Block,Casual Dining,"North Indian, Chinese, Fast Food, Biryani",600.0,Delivery,Koramangala 4th Block,4.1
1,0,374,Koramangala 1st Block,Casual Dining,Biryani,750.0,Delivery,Koramangala 4th Block,3.9
1,0,229,Koramangala 5th Block,Dessert Parlor,"Ice Cream, Desserts",500.0,Delivery,Koramangala 4th Block,4.0
1,0,97,Ejipura,Quick Bites,"Bengali, North Indian",500.0,Delivery,Koramangala 4th Block,3.9
1,0,554,Koramangala 7th Block,Quick Bites,"Fast Food, American, Chinese",600.0,Delivery,Koramangala 4th Block,3.9
1,0,567,Koramangala 6th Block,Quick Bites,"Pizza, Fast Food",400.0,Delivery,Koramangala 4th Block,4.0
1,0,71,HSR,Quick Bites,"Pizza, Burger, Sandwich, Coffee, Desserts, Continental, Salad, Asian",400.0,Delivery,Koramangala 4th Block,4.2
1,0,85,HSR,Quick Bites,"Biryani, Italian, BBQ",350.0,Delivery,Koramangala 4th Block,3.7
1,0,28,Koramangala 5th Block,"Takeaway, Delivery","Biryani, North Indian, Desserts",600.0,Delivery,Koramangala 4th Block,3.7
1,0,76,Koramangala 1st Block,Bakery,"Bakery, Desserts",500.0,Delivery,Koramangala 4th Block,4.0
1,0,10,BTM,Quick Bites,"North Indian, Biryani",250.0,Delivery,Koramangala 4th Block,3.4
1,0,22,Domlur,Mess,"Biryani, South Indian, North Indian",300.0,Delivery,Koramangala 4th Block,3.1
1,0,128,Domlur,Mess,"Andhra, Biryani, Chinese",400.0,Delivery,Koramangala 4th Block,3.2
1,0,310,BTM,Delivery,"Kerala, North Indian",600.0,Delivery,Koramangala 4th Block,4.2
1,1,342,Koramangala 4th Block,Quick Bites,"Desserts, Ice Cream, Beverages",450.0,Delivery,Koramangala 4th Block,4.3
1,0,10,Domlur,Quick Bites,"Fast Food, Lebanese",200.0,Delivery,Koramangala 4th Block,3.5
1,0,91,HSR,Bakery,"Bakery, Desserts",400.0,Delivery,Koramangala 4th Block,3.7
1,0,67,Koramangala 8th Block,Cafe,"Cafe, Coffee",400.0,Delivery,Koramangala 4th Block,4.0
1,0,44,Koramangala 7th Block,Delivery,Continental,500.0,Delivery,Koramangala 4th Block,3.8
1,0,88,HSR,Quick Bites,Fast Food,250.0,Delivery,Koramangala 4th Block,3.9
1,1,325,Koramangala 7th Block,Casual Dining,"North Indian, Chinese, Assamese",800.0,Delivery,Koramangala 4th Block,4.2
1,0,14,Koramangala 6th Block,Unknown,Parsi,400.0,Delivery,Koramangala 4th Block,3.6
0,0,72,Koramangala 6th Block,Quick Bites,"Street Food, South Indian",500.0,Delivery,Koramangala 4th Block,4.0
1,0,223,BTM,Casual Dining,"Andhra, Chinese, North Indian, Biryani",500.0,Delivery,Koramangala 4th Block,3.9
1,0,76,Koramangala 1st Block,Quick Bites,"Salad, Healthy Food, Street Food",300.0,Delivery,Koramangala 4th Block,4.0
1,1,255,Koramangala 4th Block,Casual Dining,"Italian, Pizza, Salad",1300.0,Delivery,Koramangala 4th Block,4.5
1,0,69,Koramangala 5th Block,"Beverage Shop, Quick Bites","Juices, Fast Food",150.0,Delivery,Koramangala 4th Block,3.9
1,1,85,HSR,"Cafe, Dessert Parlor","Cafe, Desserts, Continental",500.0,Delivery,Koramangala 4th Block,4.0
1,0,38,Koramangala 4th Block,Delivery,"Biryani, North Indian",600.0,Delivery,Koramangala 4th Block,3.8
1,0,600,Koramangala 7th Block,Dessert Parlor,"Desserts, Beverages",900.0,Delivery,Koramangala 4th Block,4.2
1,0,688,BTM,Casual Dining,North Indian,500.0,Delivery,Koramangala 4th Block,3.9
1,0,62,HSR,Kiosk,Fast Food,200.0,Delivery,Koramangala 4th Block,4.2
1,0,23,Koramangala 7th Block,Delivery,"South Indian, North Indian, Beverages",500.0,Delivery,Koramangala 4th Block,3.6
1,0,164,HSR,Quick Bites,"Arabian, BBQ, Rolls, Lebanese",500.0,Delivery,Koramangala 4th Block,4.0
1,0,22,Koramangala 5th Block,Cafe,"Cafe, Continental, Beverages",600.0,Delivery,Koramangala 4th Block,3.8
1,0,17,BTM,Delivery,"Biryani, North Indian",600.0,Delivery,Koramangala 4th Block,3.4
1,1,717,Koramangala 7th Block,Casual Dining,"Italian, Salad",1500.0,Delivery,Koramangala 4th Block,4.5
1,0,49,Koramangala 5th Block,Quick Bites,"Arabian, Sandwich, Rolls, Burger",300.0,Delivery,Koramangala 4th Block,3.2
1,0,50,Koramangala 8th Block,Delivery,"Bakery, Desserts",500.0,Delivery,Koramangala 4th Block,4.2
1,0,17,HSR,Beverage Shop,"Juices, Fast Food",200.0,Delivery,Koramangala 4th Block,3.7
1,0,75,HSR,Unknown,"Mithai, Street Food",150.0,Delivery,Koramangala 4th Block,2.8
1,0,110,Koramangala 5th Block,Dessert Parlor,"Ice Cream, Bakery, Desserts",200.0,Delivery,Koramangala 4th Block,3.9
1,0,4,HSR,Takeaway,"Pizza, Fast Food",600.0,Delivery,Koramangala 4th Block,3.1
1,0,177,BTM,Quick Bites,"Bengali, North Indian, Chinese",500.0,Delivery,Koramangala 4th Block,3.5
1,0,90,Koramangala 7th Block,Quick Bites,"Fast Food, Burger",500.0,Delivery,Koramangala 4th Block,3.6
1,0,48,BTM,Quick Bites,"Hyderabadi, North Indian",350.0,Delivery,Koramangala 4th Block,3.7
1,0,131,BTM,Dessert Parlor,Ice Cream,230.0,Delivery,Koramangala 4th Block,4.0
1,0,187,HSR,Beverage Shop,"Beverages, Desserts, Ice Cream",400.0,Delivery,Koramangala 4th Block,4.1
1,0,5,HSR,Quick Bites,Fast Food,300.0,Delivery,Koramangala 4th Block,3.3
1,0,36,BTM,"Takeaway, Delivery","Fast Food, Rolls",200.0,Delivery,Koramangala 4th Block,3.7
1,0,205,BTM,"Cafe, Bakery","Cafe, Bakery",500.0,Delivery,Koramangala 4th Block,4.0
1,0,77,Domlur,"Dessert Parlor, Beverage Shop","Desserts, Beverages",300.0,Delivery,Koramangala 4th Block,3.9
1,0,7,Koramangala 8th Block,Delivery,"North Indian, South Indian, Maharashtrian",300.0,Delivery,Koramangala 4th Block,3.0
1,0,122,Old Airport Road,Quick Bites,"Beverages, Fast Food",250.0,Delivery,Koramangala 4th Block,3.9
1,1,679,Koramangala 7th Block,Casual Dining,"North Indian, Mughlai, Biryani",1500.0,Delivery,Koramangala 4th Block,4.4
1,0,8,BTM,Dessert Parlor,Ice Cream,130.0,Delivery,Koramangala 4th Block,3.5
1,0,6,Koramangala 1st Block,Delivery,"North Indian, BBQ, Biryani, Kebab",450.0,Delivery,Koramangala 4th Block,3.4
1,0,165,Koramangala 5th Block,Delivery,"Andhra, Biryani, Chinese",300.0,Delivery,Koramangala 4th Block,4.0
1,0,259,Koramangala 5th Block,Casual Dining,"Mughlai, Fast Food",750.0,Delivery,Koramangala 4th Block,3.7
1,0,16,HSR,Delivery,"North Indian, Chinese, Biryani",400.0,Delivery,Koramangala 4th Block,3.5
1,0,63,BTM,Quick Bites,"Bengali, North Indian, Chinese",300.0,Delivery,Koramangala 4th Block,3.8
1,0,24,BTM,Quick Bites,North Indian,250.0,Delivery,Koramangala 4th Block,2.9
1,0,95,Koramangala 5th Block,Quick Bites,"Arabian, Fast Food",200.0,Delivery,Koramangala 4th Block,3.4
1,1,59,HSR,Casual Dining,"North Indian, Chinese, South Indian, Continental",700.0,Delivery,Koramangala 4th Block,3.5
1,0,8,HSR,"Takeaway, Delivery","Rolls, Fast Food",300.0,Delivery,Koramangala 4th Block,3.1
1,0,946,Koramangala 5th Block,Cafe,"Cafe, European, Continental",900.0,Delivery,Koramangala 4th Block,4.4
1,0,41,BTM,Quick Bites,Asian,300.0,Delivery,Koramangala 4th Block,4.0
1,0,41,Domlur,"Dessert Parlor, Bakery","Desserts, Bakery",400.0,Delivery,Koramangala 4th Block,4.1
1,1,3944,Koramangala 5th Block,"Casual Dining, Microbrewery","Continental, Mediterranean, North Indian, Chinese, Finger Food",1600.0,Delivery,Koramangala 4th Block,4.5
1,0,188,Koramangala 1st Block,Delivery,"BBQ, Fast Food",300.0,Delivery,Koramangala 4th Block,4.0
1,0,10,Koramangala 5th Block,"Takeaway, Delivery","Biryani, Kebab, Rolls",600.0,Delivery,Koramangala 4th Block,3.3
1,0,34,HSR,Quick Bites,"South Indian, Fast Food",200.0,Delivery,Koramangala 4th Block,3.7
1,0,34,HSR,Cafe,"Cafe, Fast Food",900.0,Delivery,Koramangala 4th Block,3.4
1,0,34,Koramangala 7th Block,Quick Bites,"Fast Food, Pizza, Sandwich",250.0,Delivery,Koramangala 4th Block,3.8
1,0,270,Koramangala 1st Block,Quick Bites,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean",500.0,Delivery,Koramangala 4th Block,4.1
1,0,16,Domlur,Casual Dining,"Andhra, Biryani",600.0,Delivery,Koramangala 4th Block,3.7
1,0,212,HSR,Quick Bites,"Juices, South Indian, Chinese, Fast Food",200.0,Delivery,Koramangala 4th Block,3.8
1,0,660,Koramangala 5th Block,Casual Dining,"Chinese, Tibetan",500.0,Delivery,Koramangala 4th Block,3.9
1,0,463,Koramangala 8th Block,Quick Bites,"North Indian, Biryani, Fast Food",500.0,Delivery,Koramangala 4th Block,4.0
1,0,60,HSR,Dessert Parlor,Desserts,300.0,Delivery,Koramangala 4th Block,4.0
1,0,909,Koramangala 5th Block,Casual Dining,"North Indian, Mughlai, Biryani",600.0,Delivery,Koramangala 4th Block,3.2
1,1,1785,Koramangala 5th Block,Pub,"Finger Food, Asian, European, Italian",1200.0,Delivery,Koramangala 4th Block,4.1
1,0,257,Koramangala,Delivery,"North Indian, Chinese",300.0,Delivery,Koramangala 4th Block,3.8
1,0,206,HSR,"Bakery, Cafe","Continental, Cafe, Desserts, Italian, Bakery",600.0,Delivery,Koramangala 4th Block,3.8
1,0,209,BTM,"Cafe, Quick Bites","Cafe, Burger, Fast Food",400.0,Delivery,Koramangala 4th Block,3.8
1,0,8,Koramangala 6th Block,Quick Bites,South Indian,250.0,Delivery,Koramangala 4th Block,3.1
1,0,9,BTM,Quick Bites,"Bakery, Fast Food, Beverages",600.0,Delivery,Koramangala 4th Block,3.4
1,0,22,Old Airport Road,Bakery,"Bakery, Desserts",600.0,Delivery,Koramangala 4th Block,3.7
1,0,207,Koramangala 5th Block,Casual Dining,"Kerala, Seafood",500.0,Delivery,Koramangala 4th Block,3.6
1,0,724,Koramangala 6th Block,Delivery,"Pizza, Italian, Beverages",700.0,Delivery,Koramangala 4th Block,4.1
1,0,63,Koramangala 5th Block,Quick Bites,"Beverages, Sandwich",150.0,Delivery,Koramangala 4th Block,4.0
1,0,59,Koramangala 4th Block,Quick Bites,"North Indian, South Indian",300.0,Delivery,Koramangala 4th Block,3.9
1,0,438,HSR,Casual Dining,Chinese,1000.0,Delivery,Koramangala 4th Block,2.4
1,0,214,Koramangala 7th Block,Casual Dining,"North Indian, Kebab, Biryani, Rolls",700.0,Delivery,Koramangala 4th Block,3.8
1,0,121,HSR,Quick Bites,"South Indian, Kerala",200.0,Delivery,Koramangala 4th Block,4.1
1,0,261,HSR,Casual Dining,"Kerala, Chinese, Seafood, North Indian",700.0,Delivery,Koramangala 4th Block,2.8
1,0,41,BTM,Quick Bites,Fast Food,400.0,Delivery,Koramangala 4th Block,3.6
1,0,26,Koramangala 6th Block,Quick Bites,"Kerala, South Indian",400.0,Delivery,Koramangala 4th Block,3.7
1,0,324,HSR,Dessert Parlor,"Ice Cream, Desserts",180.0,Delivery,Koramangala 4th Block,4.3
1,0,8,HSR,Casual Dining,"Kerala, North Indian, Chinese, Seafood",550.0,Delivery,Koramangala 4th Block,3.5
1,0,28,HSR,Quick Bites,"Street Food, North Indian",300.0,Delivery,Koramangala 4th Block,3.2
1,0,18,HSR,Quick Bites,"Burger, Fast Food",500.0,Delivery,Koramangala 4th Block,3.8
1,0,673,HSR,Quick Bites,"Italian, Pizza",450.0,Delivery,Koramangala 4th Block,4.1
1,0,61,HSR,Quick Bites,"North Indian, Fast Food, Street Food, Beverages",400.0,Delivery,Koramangala 4th Block,3.9
1,0,115,HSR,Casual Dining,"South Indian, North Indian, Chinese, Biryani",700.0,Delivery,Koramangala 4th Block,3.2
1,0,108,Domlur,Quick Bites,"South Indian, North Indian, Chinese",40.0,Delivery,Koramangala 4th Block,3.6
1,0,60,Koramangala 5th Block,Quick Bites,North Indian,200.0,Delivery,Koramangala 4th Block,3.7
1,0,15,BTM,Quick Bites,North Indian,300.0,Delivery,Koramangala 4th Block,3.4
1,0,237,Koramangala 5th Block,Quick Bites,"South Indian, Beverages",200.0,Delivery,Koramangala 4th Block,3.9
1,0,10,HSR,Quick Bites,North Indian,300.0,Delivery,Koramangala 4th Block,3.5
1,0,62,Koramangala 2nd Block,Cafe,"Cafe, Healthy Food, Salad, Beverages",600.0,Delivery,Koramangala 4th Block,4.1
1,0,61,BTM,Cafe,Cafe,900.0,Delivery,Koramangala 4th Block,2.6
1,0,36,BTM,Quick Bites,"Kerala, South Indian",200.0,Delivery,Koramangala 4th Block,3.7
1,0,41,BTM,Casual Dining,"North Indian, South Indian",350.0,Delivery,Koramangala 4th Block,3.5
1,0,18,Koramangala 1st Block,Sweet Shop,"Mithai, Street Food",100.0,Delivery,Koramangala 4th Block,3.6
1,1,344,Koramangala 5th Block,Casual Dining,North Indian,700.0,Delivery,Koramangala 4th Block,4.2
1,0,310,HSR,Casual Dining,Bengali,600.0,Delivery,Koramangala 4th Block,3.7
1,0,51,BTM,"Takeaway, Delivery","Arabian, North Indian, Chinese",300.0,Delivery,Koramangala 4th Block,2.6
1,0,7,South Bangalore,Delivery,"Fast Food, Burger, Desserts, Cafe",300.0,Delivery,Koramangala 4th Block,3.4
1,0,265,Koramangala 7th Block,Casual Dining,"North Eastern, Chinese",650.0,Delivery,Koramangala 4th Block,3.8
1,0,888,Koramangala 7th Block,Casual Dining,"North Indian, Mughlai",650.0,Delivery,Koramangala 4th Block,3.5
1,0,18,Koramangala 1st Block,Quick Bites,"Kerala, South Indian",200.0,Delivery,Koramangala 4th Block,3.8
1,0,74,Koramangala 5th Block,Casual Dining,Bengali,700.0,Delivery,Koramangala 4th Block,3.6
1,0,97,BTM,Quick Bites,"Italian, American, Fast Food, Wraps, Rolls, Salad",1000.0,Delivery,Koramangala 4th Block,3.9
1,0,55,HSR,"Quick Bites, Dessert Parlor","Continental, Beverages, Burger, Coffee, Desserts",300.0,Delivery,Koramangala 4th Block,3.9
1,0,30,HSR,Casual Dining,"Bengali, Chinese",800.0,Delivery,Koramangala 4th Block,3.7
1,0,36,HSR,Casual Dining,"North Indian, Chinese",550.0,Delivery,Koramangala 4th Block,3.1
1,0,45,HSR,Quick Bites,"Chinese, Momos",300.0,Delivery,Koramangala 4th Block,3.8
1,0,206,HSR,"Cafe, Bakery","Cafe, Bakery, Fast Food, Desserts",600.0,Delivery,Koramangala 4th Block,3.9
1,0,971,Koramangala 5th Block,Quick Bites,South Indian,200.0,Delivery,Koramangala 4th Block,4.2
1,0,15,Koramangala 6th Block,Unknown,Biryani,250.0,Delivery,Koramangala 4th Block,3.2
1,0,51,BTM,Beverage Shop,"Healthy Food, Juices",200.0,Delivery,Koramangala 4th Block,3.9
1,0,45,Koramangala 6th Block,Quick Bites,"Coffee, Fast Food, Chinese, Beverages",550.0,Delivery,Koramangala 4th Block,3.9
1,1,1149,HSR,Casual Dining,"Japanese, North Indian, Italian, Korean, Mexican, Thai",1800.0,Delivery,Koramangala 4th Block,4.2
1,0,191,HSR,Quick Bites,"South Indian, Fast Food, Chinese, North Indian, Street Food",250.0,Delivery,Koramangala 4th Block,3.8
1,0,483,Koramangala 4th Block,Casual Dining,"Continental, Steak, Chinese, Salad, Desserts, Seafood, Italian",800.0,Delivery,Koramangala 4th Block,3.7
1,0,7,BTM,Quick Bites,"North Indian, Biryani, Chinese, Arabian",400.0,Delivery,Koramangala 4th Block,3.1
1,1,723,HSR,Cafe,"Cafe, Continental, Pizza, Italian, Beverages",950.0,Delivery,Koramangala 4th Block,4.1
1,0,12,BTM,Quick Bites,"Tibetan, Momos",250.0,Delivery,Koramangala 4th Block,3.2
1,0,28,BTM,Dessert Parlor,"Ice Cream, Desserts",450.0,Delivery,Koramangala 4th Block,3.6
